,Ticker,Start Date,End Date,Avg Percent Change,Outlier Year
0,MMM,2010-06-11,2010-07-13,0.035358116154596546,2018
1,MMM,2010-08-20,2010-09-21,0.03258631003127302,2015
2,MMM,2010-11-02,2010-12-02,0.030425533087572246,2019
3,MMM,2010-12-14,2011-01-13,0.037135278118838065,2015
4,MMM,2010-12-15,2011-01-14,0.031997915680113675,2015
5,MMM,2011-02-02,2011-03-04,0.03810522581869534,2020
6,MMM,2011-03-03,2011-04-01,0.018924769105387367,2018
7,MMM,2011-03-07,2011-04-05,0.017282713040723215,2018
8,ABT,2010-06-09,2010-07-09,0.03904865704431033,2013
9,ABT,2010-06-10,2010-07-12,0.037557425960572335,2013
10,ABT,2010-06-14,2010-07-14,0.04058016438919459,2013
11,ABT,2010-06-15,2010-07-15,0.045250268031988186,2013
12,ABT,2010-06-18,2010-07-20,0.04925931961832227,2010
13,ABT,2010-06-21,2010-07-21,0.04389955790879505,
14,ABT,2010-06-22,2010-07-22,0.04962993551169611,
15,ABT,2010-06-23,2010-07-23,0.054896562800842354,
16,ABT,2010-06-24,2010-07-26,0.05395760945213222,
17,ABT,2010-06-25,2010-07-27,0.05358450623649867,
18,ABT,2010-06-28,2010-07-28,0.04961747819814518,
19,ABT,2010-06-29,2010-07-29,0.04907993685168585,2011
20,ABT,2010-07-01,2010-08-02,0.04689505198939928,2011
21,ABT,2010-07-06,2010-08-04,0.03780677533649378,2011
22,ABT,2010-07-07,2010-08-05,0.03379345616575799,2011
23,ABT,2010-07-08,2010-08-06,0.03290786552067225,2011
24,ABT,2010-11-19,2010-12-21,0.023108259946893066,2015
25,ABT,2010-12-13,2011-01-12,0.04069690356766505,2015
26,ABT,2011-02-01,2011-03-03,0.0466301944733715,2020
27,ABT,2011-02-02,2011-03-04,0.050804740536015726,2020
28,ABT,2011-02-03,2011-03-07,0.04811123261507514,2020
29,ABT,2011-02-04,2011-03-08,0.054536602302644836,2020
30,ABT,2011-02-07,2011-03-09,0.05749746793573723,2020
31,ABT,2011-02-08,2011-03-10,0.05559132396287265,2020
32,ABT,2011-02-09,2011-03-11,0.05160571080840816,2020
33,ABMD,2010-06-14,2010-07-14,0.06740051975436598,2018
34,ABMD,2010-06-22,2010-07-22,0.07936213881088425,
35,ABMD,2010-06-23,2010-07-23,0.087629659419794,2018
36,ABMD,2010-06-24,2010-07-26,0.08181048063634094,2018
37,ABMD,2010-06-25,2010-07-27,0.07836227895449052,2018
38,ACN,2010-08-27,2010-09-28,0.0415781956732059,2019
39,ACN,2010-10-07,2010-11-05,0.041269065183815186,2012
40,ACN,2010-10-11,2010-11-09,0.039074385547314204,2012
41,ACN,2010-10-12,2010-11-10,0.03611458420053807,2012
42,ACN,2010-11-02,2010-12-02,0.02754395968789463,2010
43,ACN,2011-02-02,2011-03-04,0.04489273927490516,2020
44,ACN,2011-03-23,2011-04-21,0.043278864485575747,2014
45,ACN,2011-03-24,2011-04-25,0.042999732043280274,2012
46,ACN,2011-03-29,2011-04-28,0.037406331483654576,2016
47,ACN,2011-03-30,2011-04-29,0.03908260469933849,2016
48,ACN,2011-04-14,2011-05-16,0.0380272937488901,2012
49,ACN,2011-04-29,2011-05-31,0.03985397796050359,2012
50,ACN,2011-05-03,2011-06-02,0.046692002231613045,2012
51,ACN,2011-05-06,2011-06-07,0.03591158182601452,2012
52,ATVI,2010-06-09,2010-07-09,0.05689743967860807,
53,ATVI,2010-06-10,2010-07-12,0.047948957922633914,
54,ATVI,2010-06-11,2010-07-13,0.04431473634658276,
55,ATVI,2010-06-14,2010-07-14,0.043996672047602145,2019
56,ATVI,2010-06-17,2010-07-19,0.03802022405199992,
57,ATVI,2010-06-21,2010-07-21,0.04867516639518199,2010
58,ATVI,2010-06-22,2010-07-22,0.05136940852913163,
59,ATVI,2010-06-23,2010-07-23,0.048830497711360964,
60,ATVI,2010-06-24,2010-07-26,0.07302851632937774,2012
61,ATVI,2010-06-25,2010-07-27,0.07319085762206562,2018
62,ATVI,2010-06-28,2010-07-28,0.06814181544575598,2018
63,ATVI,2010-08-09,2010-09-08,0.06328161049376721,2013
64,ATVI,2010-08-10,2010-09-09,0.06726820028390779,2013
65,ATVI,2010-08-11,2010-09-10,0.062322128557849896,2013
66,ATVI,2010-08-13,2010-09-14,0.06713700484523731,2014
67,ATVI,2010-12-14,2011-01-13,0.029591506223133026,2015
68,ATVI,2011-04-08,2011-05-10,0.05810282603408414,
69,ATVI,2011-04-11,2011-05-11,0.06707703036087523,
70,ATVI,2011-04-12,2011-05-12,0.06459053926662077,
71,ATVI,2011-04-13,2011-05-13,0.059728139007099626,2019
72,ATVI,2011-04-14,2011-05-16,0.06759204434816421,2019
73,ATVI,2011-04-15,2011-05-17,0.060969853576067594,2019
74,ADBE,2010-10-06,2010-11-04,0.09188302625644171,2018
75,ADBE,2010-10-07,2010-11-05,0.07526659287363324,2016
76,ADBE,2010-10-08,2010-11-08,0.07442634450546841,
77,ADBE,2010-10-12,2010-11-10,0.07861327371543725,2016
78,ADBE,2010-12-08,2011-01-07,0.057417658528430754,2018
79,ADBE,2010-12-31,2011-02-01,0.05815974286047181,2016
80,ADBE,2011-01-03,2011-02-02,0.05832344484928504,2016
81,ADBE,2011-01-04,2011-02-03,0.055815959292792955,2016
82,ADBE,2011-01-06,2011-02-07,0.054366599060173666,2016
83,ADBE,2011-01-07,2011-02-08,0.05732407916110238,2016
84,ADBE,2011-01-11,2011-02-10,0.06280147942436286,2016
85,ADBE,2011-01-12,2011-02-11,0.06214291556031263,2016
86,ADBE,2011-01-13,2011-02-14,0.061048851327034935,2016
87,ADBE,2011-01-14,2011-02-15,0.06042328604114928,2016
88,ADBE,2011-01-18,2011-02-16,0.05451924566971425,2016
89,ADBE,2011-01-20,2011-02-18,0.051160102187328055,2016
90,ADBE,2011-01-25,2011-02-24,0.06108041743023445,2011
91,ADBE,2011-01-27,2011-02-28,0.058568959104463345,2016
92,ADBE,2011-02-02,2011-03-04,0.06523124974338684,2020
93,ADBE,2011-02-03,2011-03-07,0.06385772612425238,2020
94,ADBE,2011-02-04,2011-03-08,0.06950177152156116,2020
95,ADBE,2011-02-07,2011-03-09,0.06442473845443213,2020
96,ADBE,2011-02-10,2011-03-14,0.051778667700771136,2020
97,ADBE,2011-05-17,2011-06-16,0.053504809699525965,2011
98,ADBE,2011-05-18,2011-06-17,0.057357928738656666,2011
99,AMD,2010-08-06,2010-09-07,-0.07730276840139066,2018
100,AMD,2010-12-09,2011-01-10,0.09321259306710472,2015
101,AAP,2010-10-14,2010-11-12,0.08205864998683549,2015
102,AAP,2010-12-31,2011-02-01,-0.03772689534758343,2011
103,AES,2010-08-02,2010-08-31,-0.05093400334620996,2013
104,AES,2010-12-14,2011-01-13,0.05157233849083235,2015
105,AFL,2010-06-25,2010-07-27,0.04940859411417772,2019
106,AFL,2010-08-20,2010-09-21,0.042849598200022605,2014
107,AFL,2010-10-08,2010-11-08,0.04478192353617657,
108,AFL,2010-10-11,2010-11-09,0.04784807227690039,2017
109,AFL,2010-10-12,2010-11-10,0.03742412957975909,
110,AFL,2010-10-13,2010-11-11,0.03479469488569028,2018
111,AFL,2010-10-15,2010-11-15,0.029467189307666886,
112,AFL,2010-10-19,2010-11-17,0.030103183376437175,2010
113,AFL,2010-10-20,2010-11-18,0.026598885637998282,2010
114,AFL,2010-10-21,2010-11-19,0.027908061302894954,2010
115,AFL,2011-04-14,2011-05-16,0.030047208666401957,2014
116,A,2010-08-23,2010-09-22,0.05225273547079998,2016
117,A,2010-10-21,2010-11-19,0.060543418517653685,2016
118,A,2010-10-22,2010-11-22,0.05197062390783567,
119,A,2010-10-25,2010-11-23,0.05591715333781019,2011
120,A,2010-10-26,2010-11-24,0.0605559876090718,2011
121,A,2010-10-27,2010-11-26,0.059650575398896635,2011
122,A,2010-10-28,2010-11-29,0.049414839729220866,2011
123,A,2010-11-01,2010-12-01,0.04132271466908888,2017
124,A,2010-11-02,2010-12-02,0.05373734239759377,2017
125,A,2010-11-03,2010-12-03,0.044680619659683174,2017
126,A,2010-11-05,2010-12-07,0.03838827257163038,2017
127,APD,2010-06-22,2010-07-22,0.03180979818526867,2015
128,APD,2010-07-06,2010-08-04,0.05746828746534316,2011
129,APD,2010-07-07,2010-08-05,0.046592588488293236,2011
130,APD,2010-07-14,2010-08-12,0.04160567157305301,2011
131,APD,2010-07-15,2010-08-13,0.04244746907007822,2011
132,APD,2010-10-15,2010-11-15,0.040224406140362504,2012
133,APD,2010-11-22,2010-12-22,0.02674174493178559,2015
134,APD,2010-11-26,2010-12-28,0.03218046388756738,2015
135,AKAM,2010-08-09,2010-09-08,0.048697438558188776,
136,AKAM,2010-08-10,2010-09-09,0.0581819889027666,2011
137,AKAM,2010-08-18,2010-09-17,0.050714183298161276,2016
138,AKAM,2010-08-19,2010-09-20,0.05176084562164754,2016
139,ALK,2010-06-15,2010-07-15,0.05293317453846158,2010
140,ALK,2010-09-22,2010-10-21,0.07668403283028494,2018
141,ALK,2010-10-06,2010-11-04,0.11562853026212161,2017
142,ALK,2010-10-07,2010-11-05,0.11089605298540178,2017
143,ALK,2010-10-08,2010-11-08,0.1107534189758365,2017
144,ALK,2010-10-11,2010-11-09,0.10953579558443045,2017
145,ALK,2010-10-12,2010-11-10,0.10209411955985727,2017
146,ALK,2010-10-13,2010-11-11,0.09686892287107349,2017
147,ALK,2010-10-14,2010-11-12,0.09221478487472108,2017
148,ALK,2010-10-15,2010-11-15,0.08696861130169761,2017
149,ALK,2010-10-20,2010-11-18,0.07578903231485211,2017
150,ALK,2010-11-01,2010-12-01,0.0712408413559884,2019
151,ALK,2010-11-02,2010-12-02,0.0722511643196121,2019
152,ALK,2010-11-03,2010-12-03,0.06473251144914399,2019
153,ALB,2010-10-04,2010-11-02,0.06814504613894773,2014
154,ALB,2010-10-05,2010-11-03,0.07138449372302035,2016
155,ALB,2010-10-06,2010-11-04,0.06896275858514533,
156,ALB,2010-10-22,2010-11-22,0.036973518864163876,2017
157,ALB,2010-10-25,2010-11-23,0.03135927751705213,2017
158,ALB,2011-01-26,2011-02-25,0.06189122132425971,2018
159,ALB,2011-01-27,2011-02-28,0.06480167100669874,2018
160,ALB,2011-03-31,2011-05-02,0.045775986515288886,2019
161,ALB,2011-04-08,2011-05-10,0.06721295223223672,2019
162,ALB,2011-04-11,2011-05-11,0.07471150266951902,2019
163,ARE,2010-06-08,2010-07-08,0.02741578858172485,2019
164,ARE,2010-06-22,2010-07-22,0.047547382373226726,2018
165,ARE,2010-06-23,2010-07-23,0.05041282043338813,2018
166,ARE,2010-06-24,2010-07-26,0.05557208016729788,2018
167,ARE,2010-06-28,2010-07-28,0.04171010458693063,
168,ARE,2010-06-29,2010-07-29,0.04288493110898344,2019
169,ARE,2011-03-22,2011-04-20,0.029853854417069003,2015
170,ARE,2011-04-11,2011-05-11,0.03479427313406504,2020
171,ALXN,2010-06-24,2010-07-26,0.0946537789903905,2019
172,ALXN,2010-06-25,2010-07-27,0.09998530525235459,2019
173,ALXN,2010-12-14,2011-01-13,0.07761583303294117,2015
174,ALXN,2010-12-15,2011-01-14,0.0689266475746796,2015
175,ALGN,2010-06-08,2010-07-08,0.04458822999207711,2019
176,ALGN,2010-06-09,2010-07-09,0.06272192620356923,2019
177,ALGN,2010-06-14,2010-07-14,0.0433166277546819,2019
178,ALGN,2010-10-26,2010-11-24,0.08337172241512474,2013
179,ALGN,2010-10-27,2010-11-26,0.07084059791639906,2013
180,ALGN,2010-10-28,2010-11-29,0.07387961545139357,2013
181,ALGN,2011-03-29,2011-04-28,0.10927789046133499,2014
182,ALGN,2011-03-30,2011-04-29,0.11308269847913745,2014
183,ALGN,2011-03-31,2011-05-02,0.10643589542357847,2014
184,ALGN,2011-04-01,2011-05-03,0.11294761934601219,2014
185,ALGN,2011-04-04,2011-05-04,0.10361033658124393,2014
