,Start Date,End Date,Adj Close,Percent Change
0,2010-06-08,2010-07-08,23.10514068603516,0.030064774188713117
1,2010-06-09,2010-07-09,22.93340492248535,0.03989529622749732
2,2010-06-10,2010-07-12,23.484378814697266,0.013546356297668538
3,2010-06-11,2010-07-13,23.448604583740234,0.020400647115458748
4,2010-06-14,2010-07-14,23.68474006652832,0.01262161806926787
5,2010-06-15,2010-07-15,24.09260559082031,-0.0007643115091906516
6,2010-06-16,2010-07-16,24.42176055908203,-0.038434456592280286
7,2010-06-17,2010-07-19,24.65073585510254,-0.03168886052375197
8,2010-06-18,2010-07-20,24.579179763793945,-0.030876202882454074
9,2010-06-21,2010-07-21,24.40744400024414,-0.04359639936639792
10,2010-06-22,2010-07-22,23.89940643310547,-0.0051068835881613595
11,2010-06-23,2010-07-23,23.50584602355957,0.011444585079044223
12,2010-06-24,2010-07-26,23.448604583740234,0.016541288664750242
13,2010-06-25,2010-07-27,23.384204864501953,0.0401837765364248
14,2010-06-28,2010-07-28,23.61902236938477,0.02621377958966442
15,2010-06-29,2010-07-29,23.1204891204834,0.03990405848177758
16,2010-06-30,2010-07-30,22.91818046569824,0.04313713217159787
17,2010-07-01,2010-08-02,22.62195014953613,0.0802001587800999
18,2010-07-02,2010-08-03,22.491901397705078,0.07790276774597304
19,2010-07-06,2010-08-04,22.76645088195801,0.0680274440610038
20,2010-07-07,2010-08-05,23.561220169067386,0.0326313693204453
21,2010-07-08,2010-08-06,23.82132339477539,0.03029395308881566
22,2010-07-09,2010-08-09,23.8863582611084,0.0265014999316322
23,2010-07-12,2010-08-10,23.80687522888184,0.03372449387208809
24,2010-07-13,2010-08-11,23.93693351745605,0.005104786336711631
25,2010-07-14,2010-08-12,23.98750114440918,0.003900723038446796
26,2010-07-15,2010-08-13,24.07420539855957,0.01826739806365174
27,2010-07-16,2010-08-16,23.517864227294922,0.03868918235361274
28,2010-07-19,2010-08-17,23.89357566833496,0.025920600388819492
29,2010-07-20,2010-08-18,23.842998504638672,0.024822768066517287
30,2010-07-21,2010-08-19,23.38781929016113,0.03488355985295433
31,2010-07-22,2010-08-20,23.77797508239746,0.028056950770818045
32,2010-07-23,2010-08-23,23.77797508239746,0.028630546324397432
33,2010-07-26,2010-08-24,23.842998504638672,0.027982500789629272
34,2010-07-27,2010-08-25,24.363210678100586,0.0017762487664179094
35,2010-07-28,2010-08-26,24.25483322143555,-0.009623985961113801
36,2010-07-29,2010-08-27,24.08143615722656,0.01912851998399312
37,2010-07-30,2010-08-30,23.951374053955078,0.008672426285245005
38,2010-08-02,2010-08-31,24.59442710876465,-0.00859300301360122
39,2010-08-03,2010-09-01,24.39211463928223,0.027929899633906685
40,2010-08-04,2010-09-02,24.428241729736328,0.023114567074867032
41,2010-08-05,2010-09-03,24.35598945617676,0.033543496416909124
42,2010-08-06,2010-09-07,24.565509796142575,0.01989082385730012
43,2010-08-09,2010-09-08,24.5366153717041,0.015081045200184051
44,2010-08-10,2010-09-09,24.63777160644531,0.017007738427763708
45,2010-08-11,2010-09-10,24.05975341796875,0.03169566560406478
46,2010-08-12,2010-09-13,24.08143615722656,0.022867060209773582
47,2010-08-13,2010-09-14,24.52216148376465,0.01164857372294803
48,2010-08-16,2010-09-15,24.464370727539066,0.000590153460158227
49,2010-08-17,2010-09-16,24.52939224243164,-0.004438033768982885
50,2010-08-18,2010-09-17,24.449913024902344,0.00029557220361009495
51,2010-08-19,2010-09-20,24.233158111572266,0.027826028802782066
52,2010-08-20,2010-09-21,24.464370727539066,0.024207480912464607
53,2010-08-23,2010-09-22,24.478816986083984,0.026716338655498273
54,2010-08-24,2010-09-23,24.52939224243164,0.017650410337609612
55,2010-08-25,2010-09-24,24.40656280517578,0.026232455097995433
56,2010-08-26,2010-09-27,24.023630142211914,0.03873943936075219
57,2010-08-27,2010-09-28,24.551061630249023,0.031620440064910604
58,2010-08-30,2010-09-29,24.160907745361328,0.03983000954843263
59,2010-08-31,2010-09-30,24.3848876953125,0.027547549728193954
60,2010-09-01,2010-10-01,25.092958450317386,0.0062451401634642245
61,2010-09-02,2010-10-04,25.00625038146973,0.011391880180530611
62,2010-09-03,2010-10-05,25.201330184936523,0.013068107929162132
63,2010-09-07,2010-10-06,25.064054489135746,0.010817429382105503
64,2010-09-08,2010-10-07,24.91231918334961,0.021872569187199487
65,2010-09-09,2010-10-08,25.064054489135746,0.02346320548349945
66,2010-09-10,2010-10-11,24.84730529785156,0.03601613188118491
67,2010-09-13,2010-10-12,24.64499473571777,0.04602403420738188
68,2010-09-14,2010-10-13,24.811176300048828,0.04202490755477706
69,2010-09-15,2010-10-14,24.478816986083984,0.054590850755159015
70,2010-09-16,2010-10-15,24.421010971069336,0.05973652207374869
71,2010-09-17,2010-10-18,24.457141876220703,0.06750790258571848
72,2010-09-20,2010-10-19,24.92677116394043,0.041608546200115004
73,2010-09-21,2010-10-20,25.0712833404541,0.04435798836528948
74,2010-09-22,2010-10-21,25.150753021240234,0.03838892724762499
75,2010-09-23,2010-10-22,24.970125198364254,0.04847823088025571
76,2010-09-24,2010-10-25,25.064054489135746,0.04675296544445995
77,2010-09-27,2010-10-26,24.991798400878906,0.04685781109367637
78,2010-09-28,2010-10-27,25.352725982666016,0.031746064121210504
79,2010-09-29,2010-10-28,25.16315650939941,0.04058925978477479
80,2010-09-30,2010-10-29,25.07566070556641,0.06802143650196935
81,2010-10-01,2010-11-01,25.250652313232425,0.06506468078044181
82,2010-10-04,2010-11-02,25.29440116882324,0.06697170637670669
83,2010-10-05,2010-11-03,25.535024642944336,0.05733524076676344
84,2010-10-06,2010-11-04,25.33814811706543,0.08141717115763969
85,2010-10-07,2010-11-05,25.46940040588379,0.08608078965001109
86,2010-10-08,2010-11-08,25.66626739501953,0.06283317733056981
87,2010-10-11,2010-11-09,25.775644302368164,0.05883943694145444
88,2010-10-12,2010-11-10,25.8339786529541,0.05545181797932741
89,2010-10-13,2010-11-11,25.89960479736328,0.06624596046750786
90,2010-10-14,2010-11-12,25.89229965209961,0.054831256147068075
91,2010-10-15,2010-11-15,25.97251892089844,0.05692341372465126
92,2010-10-18,2010-11-16,26.22772026062012,0.036689958831811365
93,2010-10-19,2010-11-17,26.00896644592285,0.04778428213629382
94,2010-10-20,2010-11-18,26.235015869140625,0.05216021848401087
95,2010-10-21,2010-11-19,26.154808044433594,0.05231154633535273
96,2010-10-22,2010-11-22,26.242305755615234,0.04636989466456787
97,2010-10-25,2010-11-23,26.293346405029297,0.02934062508603552
98,2010-10-26,2010-11-24,26.22043037414551,0.04234353802960844
99,2010-10-27,2010-11-26,26.18396377563477,0.03103107356496404
100,2010-10-28,2010-11-29,26.22772026062012,0.026522486990393057
101,2010-10-29,2010-11-30,26.90583419799805,0.0010829433483887652
102,2010-11-01,2010-12-01,27.00791358947754,0.014107047097107639
103,2010-11-02,2010-12-02,27.110004425048828,0.016141741985197355
104,2010-11-03,2010-12-03,27.0881290435791,0.02416604288425639
105,2010-11-04,2010-12-06,27.58395576477051,0.010462715725815142
106,2010-11-05,2010-12-07,27.868328094482425,0.007272490334498172
107,2010-11-08,2010-12-08,27.3870849609375,0.01983294990094364
108,2010-11-09,2010-12-09,27.3870849609375,0.007137149055482794
109,2010-11-10,2010-12-10,27.35062026977539,0.017548280552150408
110,2010-11-11,2010-12-13,27.73707389831543,0.008342091416660091
111,2010-11-12,2010-12-14,27.394367218017575,0.023648745335024923
112,2010-11-15,2010-12-15,27.54020118713379,-0.0005294027443156768
113,2010-11-16,2010-12-16,27.226665496826172,0.02886852265852169
114,2010-11-17,2010-12-17,27.31415367126465,0.031541009744046056
115,2010-11-18,2010-12-20,27.67874526977539,0.02315994590894488
116,2010-11-19,2010-12-21,27.598529815673828,0.025489152037689422
117,2010-11-22,2010-12-22,27.51832771301269,0.024049364096128456
118,2010-11-23,2010-12-23,27.0881290435791,0.040051508247240686
119,2010-11-24,2010-12-27,27.37978744506836,0.03569616499813888
120,2010-11-26,2010-12-28,27.02250099182129,0.05435020360317566
121,2010-11-29,2010-12-29,26.942296981811523,0.053993189672867925
122,2010-11-30,2010-12-30,26.93500328063965,0.05229252854105171
123,2010-12-01,2010-12-31,27.394367218017575,0.0346312559930001
124,2010-12-02,2011-01-03,27.554786682128906,0.030986523894581897
125,2010-12-03,2011-01-04,27.758953094482425,0.029577196852518806
126,2010-12-06,2011-01-05,27.8756103515625,0.013070086258504032
127,2010-12-07,2011-01-06,28.07248497009277,0.008165313654330375
128,2010-12-08,2011-01-07,27.941242218017575,0.018917895341700186
129,2010-12-09,2011-01-10,27.58395576477051,0.015968769426229934
130,2010-12-10,2011-01-11,27.839149475097656,0.00608264619487997
131,2010-12-13,2011-01-12,27.97040557861328,0.0019204010899515067
132,2010-12-14,2011-01-13,28.05790138244629,-0.005421259451270366
133,2010-12-15,2011-01-14,27.5256290435791,0.008952513236587856
134,2010-12-16,2011-01-18,28.03602409362793,-0.0022613174458350205
135,2010-12-17,2011-01-19,28.20372772216797,-0.019780964908330256
136,2010-12-20,2011-01-20,28.33498191833496,-0.022352802324153043
137,2010-12-21,2011-01-21,28.320392608642575,-0.03029801743827165
138,2010-12-22,2011-01-24,28.19643402099609,-0.017083824598756348
139,2010-12-23,2011-01-25,28.21831512451172,-0.023573457993532054
140,2010-12-27,2011-01-26,28.393320083618164,-0.035443850822347356
141,2010-12-28,2011-01-27,28.57559013366699,-0.046016858074262146
142,2010-12-29,2011-01-28,28.480024337768555,-0.06692356077267148
143,2010-12-30,2011-01-31,28.421220779418945,-0.0656009921358418
144,2010-12-31,2011-02-01,28.37710189819336,-0.053493320221232654
145,2011-01-03,2011-02-02,28.43591690063477,-0.05567681353295684
146,2011-01-04,2011-02-03,28.60500907897949,-0.052760064976977716
147,2011-01-05,2011-02-04,28.24477195739746,-0.04544197902366176
148,2011-01-06,2011-02-07,28.30359268188477,-0.04619588053913182
149,2011-01-07,2011-02-08,28.480024337768555,-0.04844341096179261
150,2011-01-10,2011-02-09,28.03158569335937,-0.028317051055215092
151,2011-01-11,2011-02-10,28.009521484375,-0.028617450258638266
152,2011-01-12,2011-02-11,28.02422332763672,-0.02971352577387787
153,2011-01-13,2011-02-14,27.906612396240234,-0.030402253389718803
154,2011-01-14,2011-02-15,27.77427864074707,-0.019703511427032527
155,2011-01-18,2011-02-16,27.972768783569336,-0.035374149948018685
156,2011-01-19,2011-02-17,27.656652450561523,-0.018960182197872433
157,2011-01-20,2011-02-18,27.715463638305664,-0.02780790202453809
158,2011-01-21,2011-02-22,27.48757362365723,-0.02522643486050402
159,2011-01-24,2011-02-23,27.72282218933105,-0.04633755583175225
160,2011-01-25,2011-02-24,27.56843185424805,-0.04748581772506433
161,2011-01-26,2011-02-25,27.42140007019043,-0.035823557883721824
162,2011-01-27,2011-02-28,27.31847953796387,-0.0010774193043345814
163,2011-01-28,2011-03-01,26.69359397888184,0.024187239946938943
164,2011-01-31,2011-03-02,26.671541213989254,0.03459286579143117
165,2011-02-01,2011-03-03,26.93619537353516,0.03477373064585276
166,2011-02-02,2011-03-04,26.93619537353516,0.0216289718652386
167,2011-02-03,2011-03-07,27.17144203186035,0.01676006379961359
168,2011-02-04,2011-03-08,27.01706314086914,0.033657618686433466
169,2011-02-07,2011-03-09,27.05381774902344,0.03361369271514347
170,2011-02-08,2011-03-10,27.16410255432129,0.012560243317447317
171,2011-02-09,2011-03-11,27.25967216491699,0.018008164072994326
172,2011-02-10,2011-03-14,27.230260848999023,-0.007068987810419092
173,2011-02-11,2011-03-15,27.21555328369141,-0.03378923181196902
174,2011-02-14,2011-03-16,27.083221435546875,-0.03803853418169467
175,2011-02-15,2011-03-17,27.23760223388672,-0.04043764928604987
176,2011-02-16,2011-03-18,27.01706314086914,-0.02912327075380583
177,2011-02-17,2011-03-21,27.14203453063965,-0.014285211275636867
178,2011-02-18,2011-03-22,26.965606689453125,-0.004381407283325034
179,2011-02-22,2011-03-23,26.811222076416016,0.0016426218028072759
180,2011-02-23,2011-03-24,26.49510383605957,0.019319616721034105
181,2011-02-24,2011-03-25,26.31866836547852,0.02239210441260242
182,2011-02-25,2011-03-28,26.473041534423828,0.00359715871340216
183,2011-02-28,2011-03-29,27.289077758789066,-0.010750567284297796
184,2011-03-01,2011-03-30,27.35524177551269,-0.007389146472033037
185,2011-03-02,2011-03-31,27.62724685668945,-0.017962699105111835
186,2011-03-03,2011-04-01,27.906612396240234,-0.015489877966466281
187,2011-03-04,2011-04-04,27.53167724609375,-0.006191468987899906
188,2011-03-07,2011-04-05,27.634599685668945,-0.008858829636525511
189,2011-03-08,2011-04-06,27.958065032958984,-0.01653881402355606
190,2011-03-09,2011-04-07,27.99482727050781,-0.022286879680130545
191,2011-03-10,2011-04-08,27.50963020324707,0.004865083826307792
192,2011-03-11,2011-04-11,27.75957107543945,-0.01727763160819329
193,2011-03-14,2011-04-12,27.039121627807614,0.038651385945579486
194,2011-03-15,2011-04-13,26.326017379760746,0.07013555455698683
195,2011-03-16,2011-04-14,26.09076690673828,0.07916857846336778
196,2011-03-17,2011-04-15,26.178985595703125,0.08846348435455531
197,2011-03-18,2011-04-18,26.252504348754886,0.07297456138980174
198,2011-03-21,2011-04-19,26.759765625,0.05506220907270187
199,2011-03-22,2011-04-20,26.84797477722168,0.06565220479345335
200,2011-03-23,2011-04-21,26.855335235595703,0.06249200983535996
201,2011-03-24,2011-04-25,27.01706314086914,0.05070087329191486
202,2011-03-25,2011-04-26,26.921497344970703,0.06381846646993172
203,2011-03-28,2011-04-27,26.568613052368164,0.08622471926033137
204,2011-03-29,2011-04-28,26.99882507324219,0.0775465975441576
205,2011-03-30,2011-04-29,27.15459251403809,0.06773607986410524
206,2011-03-31,2011-05-02,27.13974380493164,0.06777081132133944
207,2011-04-01,2011-05-03,27.48093605041504,0.05701187446045275
208,2011-04-04,2011-05-04,27.36226463317871,0.05482963196635948
209,2011-04-05,2011-05-05,27.39193916320801,0.04770491903287155
210,2011-04-06,2011-05-06,27.50319480895996,0.061027808813641116
211,2011-04-07,2011-05-09,27.38451194763184,0.05454577422448992
212,2011-04-08,2011-05-10,27.644121170043945,0.06544631275900392
213,2011-04-11,2011-05-11,27.2880973815918,0.07609197606863094
214,2011-04-12,2011-05-12,28.126239776611328,0.04194066551834885
215,2011-04-13,2011-05-13,28.31167221069336,0.03489257107323329
216,2011-04-14,2011-05-16,28.33392333984375,0.034134059534768224
217,2011-04-15,2011-05-17,28.719623565673828,0.021975385302890116
218,2011-04-18,2011-05-18,28.319076538085934,0.028251699553832554
219,2011-04-19,2011-05-19,28.319076538085934,0.02227979690874693
220,2011-04-20,2011-05-20,28.734455108642575,0.02467268712171211
221,2011-04-21,2011-05-23,28.64544677734375,0.022773654614710925
222,2011-04-25,2011-05-24,28.46001052856445,0.020174066166366744
223,2011-04-26,2011-05-25,28.75670623779297,0.017735338864719563
224,2011-04-27,2011-05-26,29.075653076171875,0.004317927144156353
225,2011-04-28,2011-05-27,29.268497467041016,-0.0035606664113041475
226,2011-04-29,2011-05-31,29.127580642700195,0.002286388222003888
227,2011-05-02,2011-06-01,29.11273765563965,-0.0035797849880341293
228,2011-05-03,2011-06-02,29.14239883422852,-0.012889590002397311
229,2011-05-04,2011-06-03,28.94955825805664,-0.0030840167042478495
230,2011-05-05,2011-06-06,28.764129638671875,-0.007011364018801869
231,2011-05-06,2011-06-07,29.29074478149414,-0.01883365837567652
232,2011-05-09,2011-06-08,28.964397430419922,-0.004889557799747868
233,2011-05-10,2011-06-09,29.58002471923828,-0.021516362195642902
234,2011-05-11,2011-06-10,29.535512924194336,-0.0210253840784127
235,2011-05-12,2011-06-13,29.35751342773437,-0.011759031132979603
236,2011-05-13,2011-06-14,29.33525466918945,-0.010991919162305797
237,2011-05-16,2011-06-15,29.33525466918945,-0.0216998559268482
238,2011-05-17,2011-06-16,29.36492919921875,-0.012791261658508413
239,2011-05-18,2011-06-17,29.14239883422852,-0.0012739546396132173
240,2011-05-19,2011-06-20,28.964397430419922,0.0048418140222824535
241,2011-05-20,2011-06-21,29.461345672607425,-0.014041368674177601
242,2011-05-23,2011-06-22,29.313011169433594,-0.013074118576750005
243,2011-05-24,2011-06-23,29.04598617553711,-0.020854962214831296
244,2011-05-25,2011-06-24,29.27592468261719,-0.019896906065659525
245,2011-05-26,2011-06-27,29.201744079589844,-0.012082086530136094
246,2011-05-27,2011-06-28,29.16465187072754,-0.008444042374406546
247,2011-05-31,2011-06-29,29.1943302154541,-0.0071262322317120486
